crop,year,season,state,area,production,fertilizer,pesticide,yield,n,p,k,ph,avg_temp_c,total_rainfall_mm,avg_humidity_percent
Maize,1998,Kharif,karnataka,450472.0,1542607,44506633.6,130636.88,3.366,72,42,25,6.9,23.73,1185.08,71.65
Maize,1998,Rabi,karnataka,49922.0,101605,4932293.6,14477.38,1.97952381,72,42,25,6.9,23.73,1185.08,71.65
Maize,1998,Summer,karnataka,11974.0,27080,1183031.2,3472.46,2.241904762,72,42,25,6.9,23.73,1185.08,71.65
Moong(Green Gram),1998,Kharif,karnataka,311720.0,61227,30797936.0,90398.8,0.180769231,72,42,25,6.9,23.73,1185.08,71.65
Moong(Green Gram),1998,Rabi,karnataka,15627.0,7005,1543947.6,4531.83,0.438823529,72,42,25,6.9,23.73,1185.08,71.65
Niger seed,1998,Kharif,karnataka,41853.0,8104,4135076.4,12137.37,0.21478260899999999,72,42,25,6.9,23.73,1185.08,71.65
Onion,1998,Kharif,karnataka,79921.0,362053,7896194.8,23177.09,5.3636363639999995,72,42,25,6.9,23.73,1185.08,71.65
Onion,1998,Rabi,karnataka,8882.0,91057,877541.6,2575.78,8.936315789,72,42,25,6.9,23.73,1185.08,71.65
Onion,1998,Summer,karnataka,4797.0,55339,473943.6,1391.13,11.86631579,72,42,25,6.9,23.73,1185.08,71.65
Peas & beans (Pulses),1998,Kharif,karnataka,1730.0,15872,170924.0,501.7,9.265882353,72,42,25,6.9,23.73,1185.08,71.65
Peas & beans (Pulses),1998,Rabi,karnataka,494.0,4882,48807.2,143.26,8.948181818,72,42,25,6.9,23.73,1185.08,71.65
Peas & beans (Pulses),1998,Summer,karnataka,1583.0,13707,156400.4,459.07,7.827000000000001,72,42,25,6.9,23.73,1185.08,71.65
Potato,1998,Kharif,karnataka,28755.0,317052,2840994.0,8338.95,12.37333333,72,42,25,6.9,23.73,1185.08,71.65
Potato,1998,Rabi,karnataka,4173.0,82124,412292.4,1210.17,18.90714286,72,42,25,6.9,23.73,1185.08,71.65
Potato,1998,Summer,karnataka,1137.0,19387,112335.6,329.73,17.6,72,42,25,6.9,23.73,1185.08,71.65
Potato,1998,Whole Year,karnataka,268.0,3910,26478.4,77.72,14.59,72,42,25,6.9,23.73,1185.08,71.65
Ragi,1998,Kharif,karnataka,986173.0,1664767,97433892.4,285990.17,1.4180000000000001,72,42,25,6.9,23.73,1185.08,71.65
Ragi,1998,Rabi,karnataka,33833.0,45301,3342700.4,9811.57,1.361,72,42,25,6.9,23.73,1185.08,71.65
Ragi,1998,Summer,karnataka,10673.0,24008,1054492.4,3095.17,2.239230769,72,42,25,6.9,23.73,1185.08,71.65
Rapeseed &Mustard,1998,Kharif,karnataka,6673.0,1790,659292.4,1935.17,0.210625,72,42,25,6.9,23.73,1185.08,71.65
Rice,1998,Kharif,karnataka,1079193.0,2599170,106624268.4,312965.97,2.310740741,72,42,25,6.9,23.73,1185.08,71.65
Rice,1998,Rabi,karnataka,51782.0,106072,5116061.6,15016.78,2.054285714,72,42,25,6.9,23.73,1185.08,71.65
Rice,1998,Summer,karnataka,295830.0,951569,29228004.0,85790.7,2.99375,72,42,25,6.9,23.73,1185.08,71.65
Safflower,1998,Rabi,karnataka,97487.0,58727,9631715.6,28271.23,0.616428571,72,42,25,6.9,23.73,1185.08,71.65
Sesamum,1998,Kharif,karnataka,115250.0,46673,11386700.0,33422.5,0.417307692,72,42,25,6.9,23.73,1185.08,71.65
Soyabean,1998,Kharif,karnataka,65309.0,70294,6452529.2,18939.61,1.060588235,72,42,25,6.9,23.73,1185.08,71.65
Sunflower,1998,Kharif,karnataka,430676.0,127090,42550788.8,124896.04,0.382608696,72,42,25,6.9,23.73,1185.08,71.65
Sunflower,1998,Rabi,karnataka,359514.0,112736,35519983.2,104259.06,0.39041666700000005,72,42,25,6.9,23.73,1185.08,71.65
Sunflower,1998,Summer,karnataka,43156.0,24211,4263812.8,12515.24,0.595217391,72,42,25,6.9,23.73,1185.08,71.65
Turmeric,1998,Whole Year,karnataka,5007.0,25386,494691.6,1452.03,4.682380952,72,42,25,6.9,23.73,1185.08,71.65
Wheat,1998,Rabi,karnataka,268981.0,219433,26575322.8,78004.49,0.848823529,72,42,25,6.9,23.73,1185.08,71.65
Arecanut,1998,Whole Year,kerala,73639.0,68479,7275533.2,21355.31,0.797857143,65,28,50,5.7,27.03,2177.34,80.95
Banana,1998,Whole Year,kerala,30521.0,386588,3015474.8,8851.09,12.85714286,65,28,50,5.7,27.03,2177.34,80.95
Black pepper,1998,Whole Year,kerala,182384.0,68510,18019539.2,52891.36,0.261428571,65,28,50,5.7,27.03,2177.34,80.95
Cardamom,1998,Whole Year,kerala,41449.0,4990,4095161.2,12020.21,0.045555556,65,28,50,5.7,27.03,2177.34,80.95
Cashewnut,1998,Whole Year,kerala,91268.0,51336,9017278.4,26467.72,0.484285714,65,28,50,5.7,27.03,2177.34,80.95
Coconut,1998,Whole Year,kerala,882288.0,5132000000,87170054.4,255863.52,5304.749286,65,28,50,5.7,27.03,2177.34,80.95
Cotton(lint),1998,Kharif,kerala,10999.0,17752,1086701.2,3189.71,1.61,65,28,50,5.7,27.03,2177.34,80.95
Dry chillies,1998,Whole Year,kerala,297.0,288,29343.6,86.13,0.937777778,65,28,50,5.7,27.03,2177.34,80.95
Garlic,1998,Whole Year,kerala,742.0,12614,73309.6,215.18,17.0,65,28,50,5.7,27.03,2177.34,80.95
Ginger,1998,Whole Year,kerala,11107.0,39362,1097371.6,3221.03,2.93,65,28,50,5.7,27.03,2177.34,80.95
Groundnut,1998,Kharif,kerala,7021.0,5219,693674.8,2036.09,0.62,65,28,50,5.7,27.03,2177.34,80.95
Jowar,1998,Kharif,kerala,2177.0,1108,215087.6,631.33,0.505,65,28,50,5.7,27.03,2177.34,80.95
Ragi,1998,Kharif,kerala,1157.0,936,114311.6,335.53,0.81,65,28,50,5.7,27.03,2177.34,80.95
Rice,1998,Autumn,kerala,120217.0,235849,11877439.6,34862.93,1.8569230769999998,65,28,50,5.7,27.03,2177.34,80.95
Rice,1998,Summer,kerala,57700.0,144872,5700760.0,16733.0,2.116153846,65,28,50,5.7,27.03,2177.34,80.95
Rice,1998,Winter,kerala,174714.0,346022,17261743.2,50667.06,1.9371428569999998,65,28,50,5.7,27.03,2177.34,80.95
Sesamum,1998,Kharif,kerala,3303.0,1057,326336.4,957.87,0.46727272700000005,65,28,50,5.7,27.03,2177.34,80.95
Sugarcane,1998,Whole Year,kerala,6160.0,472160,608608.0,1786.4,64.83,65,28,50,5.7,27.03,2177.34,80.95
Sweet potato,1998,Whole Year,kerala,1099.0,11924,108581.2,318.71,11.718,65,28,50,5.7,27.03,2177.34,80.95
Tapioca,1998,Whole Year,kerala,112774.0,2630155,11142071.2,32704.46,25.51785714,65,28,50,5.7,27.03,2177.34,80.95
Tobacco,1998,Whole Year,kerala,41.0,228,4050.8,11.89,5.56,65,28,50,5.7,27.03,2177.34,80.95
Turmeric,1998,Whole Year,kerala,3706.0,8034,366152.8,1074.74,1.997857143,65,28,50,5.7,27.03,2177.34,80.95
Arecanut,1998,Whole Year,meghalaya,9585.0,11567,946998.0,2779.65,1.151666667,52,16,33,5.6,17.84,2370.96,79.73
Arhar/Tur,1998,Kharif,meghalaya,861.0,678,85066.8,249.69,0.803333333,52,16,33,5.6,17.84,2370.96,79.73
Banana,1998,Whole Year,meghalaya,5194.0,62888,513167.2,1506.26,11.26714286,52,16,33,5.6,17.84,2370.96,79.73
Cotton(lint),1998,Kharif,meghalaya,7549.0,5599,745841.2,2189.21,0.796666667,52,16,33,5.6,17.84,2370.96,79.73
Dry chillies,1998,Whole Year,meghalaya,1764.0,1051,174283.2,511.56,0.5985714289999999,52,16,33,5.6,17.84,2370.96,79.73
Ginger,1998,Kharif,meghalaya,7403.0,45590,731416.4,2146.87,6.008571429,52,16,33,5.6,17.84,2370.96,79.73
Gram,1998,Rabi,meghalaya,463.0,283,45744.4,134.27,0.61,52,16,33,5.6,17.84,2370.96,79.73
Jute,1998,Kharif,meghalaya,4241.0,27097,419010.8,1229.89,7.553333332999999,52,16,33,5.6,17.84,2370.96,79.73
Linseed,1998,Kharif,meghalaya,51.0,23,5038.8,14.79,0.45,52,16,33,5.6,17.84,2370.96,79.73
Maize,1998,Kharif,meghalaya,17219.0,25272,1701237.2,4993.51,1.4571428569999998,52,16,33,5.6,17.84,2370.96,79.73
Mesta,1998,Kharif,meghalaya,4681.0,21362,462482.8,1357.49,4.58,52,16,33,5.6,17.84,2370.96,79.73
Mesta,1998,Whole Year,meghalaya,871.0,631,86054.8,252.59,0.68,52,16,33,5.6,17.84,2370.96,79.73
Other  Rabi pulses,1998,Rabi,meghalaya,1938.0,1527,191474.4,562.02,0.7557142859999999,52,16,33,5.6,17.84,2370.96,79.73
Potato,1998,Whole Year,meghalaya,20753.0,201059,2050396.4,6018.37,7.738571428999999,52,16,33,5.6,17.84,2370.96,79.73
Rapeseed &Mustard,1998,Rabi,meghalaya,6916.0,4576,683300.8,2005.64,0.635714286,52,16,33,5.6,17.84,2370.96,79.73
Rice,1998,Kharif,meghalaya,105402.0,149742,10413717.6,30566.58,1.51,52,16,33,5.6,17.84,2370.96,79.73
Sesamum,1998,Kharif,meghalaya,1322.0,694,130613.6,383.38,0.575714286,52,16,33,5.6,17.84,2370.96,79.73
Small millets,1998,Kharif,meghalaya,2823.0,2282,278912.4,818.67,0.8714285709999999,52,16,33,5.6,17.84,2370.96,79.73
Soyabean,1998,Kharif,meghalaya,899.0,812,88821.2,260.71,0.8814285709999999,52,16,33,5.6,17.84,2370.96,79.73
Sugarcane,1998,Whole Year,meghalaya,83.0,225,8200.4,24.07,2.3280000000000003,52,16,33,5.6,17.84,2370.96,79.73
Sweet potato,1998,Whole Year,meghalaya,5181.0,17291,511882.8,1502.49,3.302857143,52,16,33,5.6,17.84,2370.96,79.73
Tapioca,1998,Whole Year,meghalaya,3963.0,21251,391544.4,1149.27,6.547142857000001,52,16,33,5.6,17.84,2370.96,79.73
Tobacco,1998,Whole Year,meghalaya,742.0,507,73309.6,215.18,0.61,52,16,33,5.6,17.84,2370.96,79.73
Turmeric,1998,Whole Year,meghalaya,1375.0,6997,135850.0,398.75,5.624285714,52,16,33,5.6,17.84,2370.96,79.73
Wheat,1998,Rabi,meghalaya,4287.0,6998,423555.6,1243.23,1.605,52,16,33,5.6,17.84,2370.96,79.73
Arecanut,1998,Whole Year,west bengal,8239.0,13665,814013.2,2389.31,1.5952941180000002,85,40,45,6.2,25.82,1537.71,75.28
Arhar/Tur,1998,Kharif,west bengal,2606.0,1672,257472.8,755.74,0.756923077,85,40,45,6.2,25.82,1537.71,75.28
Bajra,1998,Kharif,west bengal,175.0,84,17290.0,50.75,0.436666667,85,40,45,6.2,25.82,1537.71,75.28
Barley,1998,Rabi,west bengal,5938.0,5910,586674.4,1722.02,1.10375,85,40,45,6.2,25.82,1537.71,75.28
Cardamom,1998,Whole Year,west bengal,2875.0,690,284050.0,833.75,0.24,85,40,45,6.2,25.82,1537.71,75.28
Castor seed,1998,Rabi,west bengal,54.0,38,5335.2,15.66,0.7,85,40,45,6.2,25.82,1537.71,75.28
Coconut,1998,Whole Year,west bengal,24616.0,318174400,2432060.8,7138.64,12448.06222,85,40,45,6.2,25.82,1537.71,75.28
Cotton(lint),1998,Kharif,west bengal,200.0,73,19760.0,58.0,0.37,85,40,45,6.2,25.82,1537.71,75.28
Dry chillies,1998,Whole Year,west bengal,64354.0,51303,6358175.2,18662.66,0.8905555559999999,85,40,45,6.2,25.82,1537.71,75.28
Ginger,1998,Kharif,west bengal,9398.0,18839,928522.4,2725.42,1.449444444,85,40,45,6.2,25.82,1537.71,75.28
Gram,1998,Rabi,west bengal,23286.0,18971,2300656.8,6752.94,0.875,85,40,45,6.2,25.82,1537.71,75.28
Groundnut,1998,Whole Year,west bengal,30157.0,34994,2979511.6,8745.53,1.128571429,85,40,45,6.2,25.82,1537.71,75.28
Horse-gram,1998,Rabi,west bengal,4958.0,2043,489850.4,1437.82,0.42200000000000004,85,40,45,6.2,25.82,1537.71,75.28
Jowar,1998,Kharif,west bengal,886.0,414,87536.8,256.94,0.465,85,40,45,6.2,25.82,1537.71,75.28
Jute,1998,Kharif,west bengal,612066.0,7373630,60472120.8,177499.14,13.24705882,85,40,45,6.2,25.82,1537.71,75.28
Khesari,1998,Rabi,west bengal,23300.0,20850,2302040.0,6757.0,0.774666667,85,40,45,6.2,25.82,1537.71,75.28
Linseed,1998,Rabi,west bengal,10323.0,2691,1019912.4,2993.67,0.24,85,40,45,6.2,25.82,1537.71,75.28
Maize,1998,Kharif,west bengal,38519.0,121161,3805677.2,11170.51,2.634,85,40,45,6.2,25.82,1537.71,75.28
Masoor,1998,Rabi,west bengal,51919.0,35600,5129597.2,15056.51,0.600588235,85,40,45,6.2,25.82,1537.71,75.28
Mesta,1998,Kharif,west bengal,9911.0,81030,979206.8,2874.19,8.453846153999999,85,40,45,6.2,25.82,1537.71,75.28
Moong(Green Gram),1998,Kharif,west bengal,822.0,429,81213.6,238.38,0.5075,85,40,45,6.2,25.82,1537.71,75.28
Moong(Green Gram),1998,Rabi,west bengal,2729.0,1598,269625.2,791.41,0.61,85,40,45,6.2,25.82,1537.71,75.28
Moong(Green Gram),1998,Summer,west bengal,9320.0,2980,920816.0,2702.8,0.312857143,85,40,45,6.2,25.82,1537.71,75.28
Niger seed,1998,Kharif,west bengal,7587.0,4100,749595.6,2200.23,0.4075,85,40,45,6.2,25.82,1537.71,75.28
Other Kharif pulses,1998,Kharif,west bengal,768.0,318,75878.4,222.72,0.516,85,40,45,6.2,25.82,1537.71,75.28
Peas & beans (Pulses),1998,Rabi,west bengal,9230.0,6776,911924.0,2676.7,0.70625,85,40,45,6.2,25.82,1537.71,75.28
Potato,1998,Whole Year,west bengal,318199.0,6689636,31438061.2,92277.71,18.95944444,85,40,45,6.2,25.82,1537.71,75.28
Ragi,1998,Kharif,west bengal,12895.0,15648,1274026.0,3739.55,0.91,85,40,45,6.2,25.82,1537.71,75.28
Rapeseed &Mustard,1998,Rabi,west bengal,344358.0,251740,34022570.4,99863.82,0.667222222,85,40,45,6.2,25.82,1537.71,75.28
Rice,1998,Autumn,west bengal,425002.0,740688,41990197.6,123250.58,1.751111111,85,40,45,6.2,25.82,1537.71,75.28
Rice,1998,Summer,west bengal,1450473.0,4921984,143306732.4,420637.17,3.22,85,40,45,6.2,25.82,1537.71,75.28
Rice,1998,Winter,west bengal,4028620.0,7653780,398027656.0,1168299.8,1.7816666669999999,85,40,45,6.2,25.82,1537.71,75.28
Safflower,1998,Rabi,west bengal,48.0,16,4742.4,13.92,0.4575,85,40,45,6.2,25.82,1537.71,75.28
Sannhamp,1998,Whole Year,west bengal,1800.0,9280,177840.0,522.0,4.971428571000001,85,40,45,6.2,25.82,1537.71,75.28
Sesamum,1998,Whole Year,west bengal,100425.0,85448,9921990.0,29123.25,0.7411111109999999,85,40,45,6.2,25.82,1537.71,75.28
Small millets,1998,Kharif,west bengal,3742.0,1877,369709.6,1085.18,0.575714286,85,40,45,6.2,25.82,1537.71,75.28
Small millets,1998,Rabi,west bengal,1235.0,1387,122018.0,358.15,1.035,85,40,45,6.2,25.82,1537.71,75.28
Soyabean,1998,Kharif,west bengal,800.0,461,79040.0,232.0,0.48166666700000005,85,40,45,6.2,25.82,1537.71,75.28
Sugarcane,1998,Whole Year,west bengal,26949.0,2001900,2662561.2,7815.21,75.314375,85,40,45,6.2,25.82,1537.71,75.28
Sunflower,1998,Kharif,west bengal,149.0,111,14721.2,43.21,0.71,85,40,45,6.2,25.82,1537.71,75.28
Turmeric,1998,Whole Year,west bengal,12763.0,21487,1260984.4,3701.27,1.5694444440000002,85,40,45,6.2,25.82,1537.71,75.28
Urad,1998,Kharif,west bengal,58878.0,25071,5817146.4,17074.62,0.402222222,85,40,45,6.2,25.82,1537.71,75.28
Urad,1998,Rabi,west bengal,15112.0,9700,1493065.6,4382.48,0.649090909,85,40,45,6.2,25.82,1537.71,75.28
Wheat,1998,Rabi,west bengal,367472.0,778090,36306233.6,106566.88,1.870555556,85,40,45,6.2,25.82,1537.71,75.28
Arecanut,1999,Whole Year,assam,73464.0,52924,7796734.32,19835.28,0.746086957,60,18,38,5.8,23.26,1622.42,71.99
Arhar/Tur,1999,Kharif,assam,7266.0,5102,771140.58,1961.82,0.707826087,60,18,38,5.8,23.26,1622.42,71.99
Banana,1999,Whole Year,assam,41922.0,583383,4449181.86,11318.94,13.74652174,60,18,38,5.8,23.26,1622.42,71.99
Castor seed,1999,Kharif,assam,1726.0,704,183180.38,466.02,0.423333333,60,18,38,5.8,23.26,1622.42,71.99
Coconut,1999,Whole Year,assam,20238.0,150062000,2147858.94,5464.26,5672.116522,60,18,38,5.8,23.26,1622.42,71.99
Cotton(lint),1999,Kharif,assam,1637.0,746,173734.81,441.99,0.41173913,60,18,38,5.8,23.26,1622.42,71.99
Dry chillies,1999,Whole Year,assam,14418.0,9516,1530182.34,3892.86,0.6369565220000001,60,18,38,5.8,23.26,1622.42,71.99
Gram,1999,Rabi,assam,2336.0,1196,247919.68,630.72,0.470454545,60,18,38,5.8,23.26,1622.42,71.99
Jute,1999,Kharif,assam,73545.0,657537,7805330.85,19857.15,9.13173913,60,18,38,5.8,23.26,1622.42,71.99
Linseed,1999,Rabi,assam,10248.0,5323,1087620.24,2766.96,0.502727273,60,18,38,5.8,23.26,1622.42,71.99
Maize,1999,Kharif,assam,19708.0,14056,2091610.04,5321.16,0.6139130429999999,60,18,38,5.8,23.26,1622.42,71.99
Mesta,1999,Kharif,assam,5177.0,25515,549435.01,1397.79,4.622380952,60,18,38,5.8,23.26,1622.42,71.99
Niger seed,1999,Kharif,assam,8904.0,4582,944981.52,2404.08,0.548947368,60,18,38,5.8,23.26,1622.42,71.99
Onion,1999,Whole Year,assam,7365.0,17167,781647.45,1988.55,2.3221739130000003,60,18,38,5.8,23.26,1622.42,71.99
Other  Rabi pulses,1999,Rabi,assam,106576.0,58390,11310910.88,28775.52,0.5321739129999999,60,18,38,5.8,23.26,1622.42,71.99
Potato,1999,Whole Year,assam,76748.0,699744,8145265.24,20721.96,8.062608696,60,18,38,5.8,23.26,1622.42,71.99
Rapeseed &Mustard,1999,Rabi,assam,286241.0,129425,30378757.33,77285.07,0.47956521700000004,60,18,38,5.8,23.26,1622.42,71.99
Rice,1999,Autumn,assam,557220.0,514156,59137758.6,150449.4,1.0947826090000001,60,18,38,5.8,23.26,1622.42,71.99
Rice,1999,Summer,assam,294654.0,653783,31271629.02,79556.58,1.9904347830000002,60,18,38,5.8,23.26,1622.42,71.99
Rice,1999,Winter,assam,1793994.0,2692709,190396583.2,484378.38,1.5013043480000001,60,18,38,5.8,23.26,1622.42,71.99
Sesamum,1999,Kharif,assam,15143.0,7866,1607126.59,4088.61,0.485217391,60,18,38,5.8,23.26,1622.42,71.99
Small millets,1999,Kharif,assam,10681.0,5467,1133574.53,2883.87,0.502727273,60,18,38,5.8,23.26,1622.42,71.99
Sugarcane,1999,Whole Year,assam,29107.0,1154615,3089125.91,7858.89,40.43478261,60,18,38,5.8,23.26,1622.42,71.99
Sweet potato,1999,Whole Year,assam,8955.0,30979,950394.15,2417.85,3.409130435,60,18,38,5.8,23.26,1622.42,71.99
Tapioca,1999,Whole Year,assam,2836.0,13444,300984.68,765.72,4.436521739,60,18,38,5.8,23.26,1622.42,71.99
Tobacco,1999,Whole Year,assam,1373.0,695,145716.49,370.71,0.573913043,60,18,38,5.8,23.26,1622.42,71.99
Turmeric,1999,Whole Year,assam,10980.0,7586,1165307.4,2964.6,0.667391304,60,18,38,5.8,23.26,1622.42,71.99
Wheat,1999,Rabi,assam,76310.0,97583,8098780.3,20603.7,1.256818182,60,18,38,5.8,23.26,1622.42,71.99
Arecanut,1999,Whole Year,goa,1550.0,1880,164501.5,418.5,1.21,65,25,45,6.2,27.09,1980.88,73.77
Banana,1999,Whole Year,goa,1950.0,14500,206953.5,526.5,7.44,65,25,45,6.2,27.09,1980.88,73.77
Black pepper,1999,Whole Year,goa,275.0,120,29185.75,74.25,0.44,65,25,45,6.2,27.09,1980.88,73.77
Cashewnut,1999,Whole Year,goa,53292.0,17274,5655879.96,14388.84,0.32,65,25,45,6.2,27.09,1980.88,73.77
Coconut,1999,Whole Year,goa,24975.0,121580000,2650596.75,6743.25,4868.07,65,25,45,6.2,27.09,1980.88,73.77
Groundnut,1999,Kharif,goa,350.0,513,37145.5,94.5,1.47,65,25,45,6.2,27.09,1980.88,73.77
Groundnut,1999,Rabi,goa,1004.0,1767,106554.52,271.08,1.76,65,25,45,6.2,27.09,1980.88,73.77
Other  Rabi pulses,1999,Rabi,goa,9227.0,8430,979261.51,2491.29,0.91,65,25,45,6.2,27.09,1980.88,73.77
Other Kharif pulses,1999,Kharif,goa,1000.0,578,106130.0,270.0,0.58,65,25,45,6.2,27.09,1980.88,73.77
Ragi,1999,Kharif,goa,1000.0,1070,106130.0,270.0,1.07,65,25,45,6.2,27.09,1980.88,73.77
Rice,1999,Kharif,goa,40500.0,96281,4298265.0,10935.0,2.38,65,25,45,6.2,27.09,1980.88,73.77
Rice,1999,Rabi,goa,16213.0,43642,1720685.69,4377.51,2.69,65,25,45,6.2,27.09,1980.88,73.77
Sugarcane,1999,Whole Year,goa,1335.0,68440,141683.55,360.45,51.27,65,25,45,6.2,27.09,1980.88,73.77
Arecanut,1999,Whole Year,kerala,81941.0,83337,8696398.33,22124.07,0.8314285709999999,65,28,50,5.7,26.23,1758.79,81.79
Banana,1999,Whole Year,kerala,39046.0,398145,4143951.98,10542.42,10.36285714,65,28,50,5.7,26.23,1758.79,81.79
Black pepper,1999,Whole Year,kerala,198406.0,47543,21056828.78,53569.62,0.193571429,65,28,50,5.7,26.23,1758.79,81.79
Cardamom,1999,Whole Year,kerala,41491.0,6585,4403439.83,11202.57,0.056666667000000004,65,28,50,5.7,26.23,1758.79,81.79
Cashewnut,1999,Whole Year,kerala,89403.0,65547,9488340.39,24138.81,0.49142857100000004,65,28,50,5.7,26.23,1758.79,81.79
Coconut,1999,Whole Year,kerala,925035.0,5680000000,98173964.55,249759.45,5581.025714,65,28,50,5.7,26.23,1758.79,81.79
Cotton(lint),1999,Kharif,kerala,4772.0,7702,506452.36,1288.44,1.61,65,28,50,5.7,26.23,1758.79,81.79
Dry chillies,1999,Whole Year,kerala,312.0,310,33112.56,84.24,0.975,65,28,50,5.7,26.23,1758.79,81.79
Garlic,1999,Whole Year,kerala,849.0,14433,90104.37,229.23,17.0,65,28,50,5.7,26.23,1758.79,81.79
Ginger,1999,Whole Year,kerala,11264.0,41344,1195448.32,3041.28,3.1592857139999997,65,28,50,5.7,26.23,1758.79,81.79
Groundnut,1999,Kharif,kerala,6921.0,5144,734525.73,1868.67,0.37,65,28,50,5.7,26.23,1758.79,81.79
Jowar,1999,Kharif,kerala,2529.0,1287,268402.77,682.83,0.255,65,28,50,5.7,26.23,1758.79,81.79
Ragi,1999,Kharif,kerala,870.0,704,92333.1,234.9,0.815,65,28,50,5.7,26.23,1758.79,81.79
Rice,1999,Autumn,kerala,121525.0,252876,12897448.25,32811.75,2.0815384619999997,65,28,50,5.7,26.23,1758.79,81.79
Rice,1999,Summer,kerala,58021.0,144551,6157768.73,15665.67,2.292857143,65,28,50,5.7,26.23,1758.79,81.79
Rice,1999,Winter,kerala,170228.0,373259,18066297.64,45961.56,2.0971428569999997,65,28,50,5.7,26.23,1758.79,81.79
Sesamum,1999,Kharif,kerala,2612.0,718,277211.56,705.24,0.374545455,65,28,50,5.7,26.23,1758.79,81.79
Sugarcane,1999,Whole Year,kerala,5780.0,578820,613431.4,1560.6,88.2225,65,28,50,5.7,26.23,1758.79,81.79
Sweet potato,1999,Whole Year,kerala,989.0,10698,104962.57,267.03,11.79636364,65,28,50,5.7,26.23,1758.79,81.79
Tapioca,1999,Whole Year,kerala,111922.0,2531752,11878281.86,30218.94,24.25785714,65,28,50,5.7,26.23,1758.79,81.79
Tobacco,1999,Whole Year,kerala,44.0,245,4669.72,11.88,5.57,65,28,50,5.7,26.23,1758.79,81.79
Turmeric,1999,Whole Year,kerala,3971.0,8362,421442.23,1072.17,1.999285714,65,28,50,5.7,26.23,1758.79,81.79
Arecanut,1999,Whole Year,meghalaya,9645.0,12510,1023623.85,2604.15,1.245,52,16,33,5.6,18.37,2074.56,76.13
Arhar/Tur,1999,Kharif,meghalaya,871.0,647,92439.23,235.17,0.78,52,16,33,5.6,18.37,2074.56,76.13
Banana,1999,Whole Year,meghalaya,5319.0,63383,564505.47,1436.13,11.16285714,52,16,33,5.6,18.37,2074.56,76.13
Castor seed,1999,Kharif,meghalaya,27.0,14,2865.51,7.29,0.515,52,16,33,5.6,18.37,2074.56,76.13
Cotton(lint),1999,Kharif,meghalaya,7455.0,5549,791199.15,2012.85,0.8,52,16,33,5.6,18.37,2074.56,76.13
Dry chillies,1999,Whole Year,meghalaya,1790.0,1128,189972.7,483.3,0.635714286,52,16,33,5.6,18.37,2074.56,76.13
Ginger,1999,Kharif,meghalaya,7606.0,44710,807224.78,2053.62,5.765714286000001,52,16,33,5.6,18.37,2074.56,76.13
Gram,1999,Rabi,meghalaya,460.0,283,48819.8,124.2,0.6166666670000001,52,16,33,5.6,18.37,2074.56,76.13
Jute,1999,Kharif,meghalaya,4235.0,31781,449460.55,1143.45,6.76,52,16,33,5.6,18.37,2074.56,76.13
Maize,1999,Kharif,meghalaya,16637.0,24051,1765684.81,4491.99,1.448571429,52,16,33,5.6,18.37,2074.56,76.13
Mesta,1999,Kharif,meghalaya,4457.0,20071,473021.41,1203.39,4.556666667,52,16,33,5.6,18.37,2074.56,76.13
Potato,1999,Whole Year,meghalaya,18339.0,143287,1946318.07,4951.53,6.8585714289999995,52,16,33,5.6,18.37,2074.56,76.13
Rapeseed &Mustard,1999,Rabi,meghalaya,7042.0,4648,747367.46,1901.34,0.654285714,52,16,33,5.6,18.37,2074.56,76.13
Rice,1999,Kharif,meghalaya,102482.0,156887,10876414.66,27670.14,1.605714286,52,16,33,5.6,18.37,2074.56,76.13
Rice,1999,Rabi,meghalaya,3929.0,13846,416984.77,1060.83,1.755714286,52,16,33,5.6,18.37,2074.56,76.13
Sesamum,1999,Kharif,meghalaya,1304.0,680,138393.52,352.08,0.588571429,52,16,33,5.6,18.37,2074.56,76.13
Soyabean,1999,Kharif,meghalaya,1038.0,928,110162.94,280.26,0.8885714290000001,52,16,33,5.6,18.37,2074.56,76.13
Sugarcane,1999,Whole Year,meghalaya,80.0,223,8490.4,21.6,2.372,52,16,33,5.6,18.37,2074.56,76.13
Sweet potato,1999,Whole Year,meghalaya,5220.0,17591,553998.6,1409.4,3.415714286,52,16,33,5.6,18.37,2074.56,76.13
Tapioca,1999,Whole Year,meghalaya,4022.0,21497,426854.86,1085.94,6.39,52,16,33,5.6,18.37,2074.56,76.13
Tobacco,1999,Whole Year,meghalaya,719.0,488,76307.47,194.13,0.636,52,16,33,5.6,18.37,2074.56,76.13
Turmeric,1999,Whole Year,meghalaya,1458.0,8196,154737.54,393.66,5.284285714,52,16,33,5.6,18.37,2074.56,76.13
Arecanut,1999,Whole Year,puducherry,65.0,130,6898.45,17.55,2.0,88,55,40,7.0,27.74,923.63,75.11
Bajra,1999,Kharif,puducherry,170.0,470,18042.1,45.9,2.76,88,55,40,7.0,27.74,923.63,75.11
Banana,1999,Whole Year,puducherry,282.0,8890,29928.66,76.14,29.25,88,55,40,7.0,27.74,923.63,75.11
Black pepper,1999,Whole Year,puducherry,12.0,7,1273.56,3.24,0.58,88,55,40,7.0,27.74,923.63,75.11
Cashewnut,1999,Whole Year,puducherry,210.0,177,22287.3,56.7,2.69,88,55,40,7.0,27.74,923.63,75.11
